RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Dependents,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,MonthlyCharges,TotalCharges,PaymentMethod,Exited
5357,15655436,Kendall,839,Germany,Male,47,No,2,136911.07,1,1,168184.62,35.4,978.6,Credit card (automatic),1
5360,15801832,Lombardo,684,Germany,Male,42,No,1,117691,1,1,23135.65,29.65,291.4,Electronic check,1
5364,15663410,Piccio,771,Spain,Male,51,Yes,5,135506.58,3,1,152479.64,25.35,1715.15,Mailed check,1
5369,15745326,Carandini,538,France,Female,62,No,3,75051.49,1,0,17682.02,70.3,235.5,Electronic check,1
5370,15674541,Robinson,575,Spain,Male,52,No,8,123925.23,1,0,111342.66,20.35,673.2,Mailed check,1
5371,15728564,Lo,682,France,Male,41,Yes,6,0,2,1,134158.09,90.8,1442.2,Bank transfer (automatic),1
5372,15580701,Ma,712,France,Male,33,No,3,153819.58,1,0,79176.09,103.95,5639.05,Bank transfer (automatic),1
5386,15681410,Korff,813,Germany,Female,36,No,6,98088.09,1,1,26687.22,85.45,4517.25,Bank transfer (automatic),1
5387,15668283,Gardiner,642,France,Male,48,No,9,118317.27,4,0,78702.98,45.8,436.2,Credit card (automatic),1
5389,15669664,Thompson,574,Germany,Male,54,Yes,1,99774.5,1,0,4896.11,19.9,19.9,Mailed check,1
5391,15573851,Macrossan,735,France,Female,38,No,1,0,3,0,92220.12,99.45,1200.15,Electronic check,1
5393,15710012,Bowen,738,Spain,Male,44,Yes,2,0,2,0,43018.82,39.35,2395.05,Bank transfer (automatic),1
5399,15648933,Reilly,831,Germany,Male,44,No,3,111100.98,1,1,28144.07,19.75,39.3,Mailed check,1
5413,15707322,Nnamdi,779,France,Female,48,No,2,115290.27,1,0,98912.69,85.55,5251.75,Bank transfer (automatic),1
5420,15594456,K?,740,Spain,Female,56,No,4,99097.33,1,1,85016.64,78.5,5602.25,Bank transfer (automatic),1
5425,15566253,Manning,580,Germany,Male,44,No,9,143391.07,1,0,146891.07,92.7,5968.4,Credit card (automatic),1
5441,15807269,Milanesi,690,Germany,Male,43,Yes,2,166522.78,1,0,119644.59,49.6,962.9,Bank transfer (automatic),1
5443,15660417,Lambert,613,Germany,Female,43,Yes,10,120481.69,1,0,94875.03,25,1498.35,Credit card (automatic),1
5449,15718912,Hsueh,608,Germany,Female,44,Yes,5,126147.84,1,1,132424.69,101.6,3930.55,Bank transfer (automatic),1
5453,15798256,Takasuka,558,France,Female,45,Yes,1,153697.53,2,0,89891.4,75.1,2658.8,Bank transfer (automatic),1
5456,15726855,Oliver,805,Germany,Female,45,No,9,116585.97,1,0,189428.75,19.7,129.55,Credit card (automatic),1
5472,15623202,Maslov,704,Germany,Female,39,No,10,102556.18,2,0,171971.25,74.2,1993.25,Electronic check,1
5477,15723864,Lucas,828,Spain,Male,47,No,1,109876.82,2,0,83611.45,84.85,415.55,Mailed check,1
5482,15606397,Cameron,577,Germany,Female,44,No,1,152086.15,1,1,44719.5,73.65,73.65,Electronic check,1
5485,15595842,Paramor,748,Germany,Male,45,Yes,2,119852.01,1,0,73853.94,99.35,6856.45,Electronic check,1
5492,15639278,Chinomso,580,Germany,Female,36,No,6,145387.32,2,1,169963.2,65.35,1424.4,Bank transfer (automatic),1
5495,15642821,Ijendu,383,Spain,Female,48,No,8,95808.19,1,0,137702.01,84.95,668.4,Electronic check,1
5508,15575759,Bentley,583,Spain,Female,40,No,3,54428.37,1,0,109638.78,59.9,1654.7,Electronic check,1
5511,15636330,Ch'in,588,Germany,Female,48,No,1,143279.58,2,0,31580.8,101.3,1794.65,Credit card (automatic),1
5515,15773283,Dennis,641,France,Male,65,No,6,38340.02,1,0,32607.77,48.45,48.45,Bank transfer (automatic),1
5520,15785559,De Luca,678,France,Male,43,No,1,133237.21,1,0,111032.79,55.7,55.7,Mailed check,1
5536,15694444,Buttenshaw,648,Germany,Female,32,Yes,8,157138.99,3,0,190994.48,85.1,4657.95,Bank transfer (automatic),1
5541,15605742,Tuan,737,France,Male,43,Yes,0,80090.93,1,0,39920,20.55,20.55,Mailed check,1
5543,15664897,Bryant,682,France,Female,35,No,2,181166.44,1,1,63737.19,86.15,5883.85,Bank transfer (automatic),1
5548,15713845,Merrett,688,France,Male,38,No,7,148045.68,1,0,175479.92,89.45,240.45,Electronic check,1
5559,15645355,Macleod,677,Germany,Male,34,Yes,3,126729.41,1,1,26106.39,116.4,8543.25,Credit card (automatic),1
5560,15729557,Olisaemeka,850,Germany,Male,36,No,5,119984.07,1,0,191535.11,31.65,389.95,Electronic check,1
5562,15583073,Martin,771,Spain,Female,56,No,2,0,1,1,25222.6,20.65,20.65,Electronic check,1
5571,15645847,P'eng,569,Germany,Male,35,Yes,2,109196.66,3,0,109393.19,95.15,3532.85,Electronic check,1
5572,15708867,Niu,684,Spain,Female,38,No,3,134168.5,3,0,3966.5,79.8,4914.8,Electronic check,1
5577,15635964,Eve,566,Germany,Male,65,No,4,120100.41,1,0,107563.16,53.55,53.55,Mailed check,1
5590,15588372,Kirsova,715,Germany,Female,37,No,9,105489.31,1,0,143096.49,54.35,2460.15,Credit card (automatic),1
5594,15597968,Fyans,617,Spain,Male,50,No,7,0,1,0,184839.7,75.5,2424.45,Credit card (automatic),1
5597,15796957,Iadanza,597,Spain,Male,35,No,9,0,3,1,73181.39,26.5,1698.55,Bank transfer (automatic),1
5600,15635870,She,579,Germany,Female,50,No,5,117721.02,1,1,192146.63,94.85,890.6,Mailed check,1
5607,15741988,Marino,492,Germany,Female,52,Yes,8,125396.24,1,0,10014.72,55.2,864.55,Credit card (automatic),1
5618,15797329,Muir,626,France,Male,43,No,4,137638.69,1,0,130442.08,20.75,44.2,Mailed check,1
5633,15591091,Goering,644,France,Male,44,No,5,73348.56,1,0,157166.79,20.3,1131.5,Credit card (automatic),1
5641,15800514,Kenechukwu,477,Germany,Female,24,No,2,95675.62,2,0,162699.7,79.6,79.6,Electronic check,1
5644,15782096,Volkova,616,Spain,Female,36,No,6,0,1,1,12916.32,75.9,75.9,Electronic check,1
5646,15785373,Wong,717,Spain,Female,42,No,5,190305.78,1,0,99347.8,66.15,4392.5,Credit card (automatic),1
5647,15756272,James,526,Germany,Female,35,Yes,9,118536.4,1,0,40980.87,19.25,19.25,Mailed check,1
5656,15573171,Liao,695,Spain,Male,63,No,1,146202.93,1,1,126688.83,25.1,1725,Bank transfer (automatic),1
5659,15814430,Ma,747,Spain,Male,41,No,9,0,1,0,32430.94,93,2248.05,Electronic check,1
5660,15638607,Nwabugwu,546,France,Female,52,No,2,0,1,0,137332.37,71.9,4479.2,Bank transfer (automatic),1
5665,15661723,Abramovich,667,Spain,Male,71,No,4,137260.78,1,1,94433.08,84.6,865.55,Credit card (automatic),1
5667,15649616,Otutodilichukwu,636,Spain,Male,60,No,7,124447.73,1,1,141364.62,53.15,1930.9,Credit card (automatic),1
5669,15720919,Duggan,667,France,Male,42,No,7,0,1,1,108348.94,101.25,3949.15,Electronic check,1
5681,15803947,Teng,757,Germany,Female,30,No,6,161378.02,1,0,71926.28,20.85,20.85,Mailed check,1
5684,15651664,Wilder,615,France,Female,61,No,1,104267.7,1,0,62845.64,50.75,2011.4,Electronic check,1
5686,15811565,Cocci,705,Spain,Female,47,Yes,3,63488.7,1,1,28640.92,19.2,903.7,Electronic check,1
5687,15713774,Chikwendu,644,Spain,Female,46,No,6,12459.19,1,0,156787.34,85.15,503.6,Bank transfer (automatic),1
5701,15812888,Perreault,447,France,Male,41,No,3,0,4,1,197490.39,79.3,2414.55,Electronic check,1
5702,15724154,Manna,625,Germany,Female,49,Yes,4,128504.76,1,0,126812.63,76.5,1155.6,Bank transfer (automatic),1
5705,15661626,Algeranoff,732,Germany,Female,45,No,6,98792.4,1,0,81491.7,86.85,1564.4,Electronic check,1
5713,15572038,Chijindum,660,Germany,Male,35,No,9,113948.58,1,0,188891.96,20.3,470.6,Bank transfer (automatic),1
5722,15643671,Chiekwugo,696,Germany,Male,49,No,5,97036.22,2,0,152450.84,52.85,1498.65,Bank transfer (automatic),1
5728,15704168,Ting,535,Germany,Male,38,Yes,8,127475.24,1,0,60775.76,110.2,7689.8,Electronic check,1
5732,15800746,Watson,674,France,Male,45,No,7,144889.18,1,1,102591.9,19.9,199.45,Mailed check,1
5734,15742798,French,829,France,Female,22,Yes,7,150126.44,1,0,152107.93,19.85,1326.35,Bank transfer (automatic),1
5743,15632665,Yevseyev,832,France,Male,61,No,2,0,1,1,127804.66,114.5,8331.95,Mailed check,1
5751,15583392,Woronoff,747,Germany,Male,37,No,9,135776.36,3,0,85470.45,70.15,916.75,Electronic check,1
5759,15610972,Crawford,681,Germany,Female,44,No,4,91115.76,2,0,24208.84,20.3,475.1,Mailed check,1
5777,15793478,Li Fonti,593,Germany,Female,39,No,8,151391.68,1,0,27274.6,82.3,5980.55,Bank transfer (automatic),1
5780,15723950,Kruglov,684,Spain,Male,40,No,2,70291.02,1,1,115468.84,95.55,3692.85,Electronic check,1
5789,15694566,Roberts,602,France,Female,42,No,10,0,2,0,169921.11,25.15,99.95,Electronic check,1
5790,15726103,Tsou,689,Germany,Female,55,No,1,76296.81,1,0,42364.75,19.8,475.2,Credit card (automatic),1
5792,15730044,Greco,809,Germany,Female,42,No,6,64497.94,3,1,182436.81,102.4,6444.05,Electronic check,1
5800,15649853,Craig,625,France,Female,45,No,3,0,1,1,184474.15,35.1,446.1,Electronic check,1
5802,15659800,Teng,584,Spain,Female,50,No,1,0,1,1,152567.75,75.55,2425.4,Electronic check,1
5805,15663933,Jamieson,625,Germany,Female,35,Yes,5,86147.46,2,0,163440.8,23.9,1663.5,Credit card (automatic),1
5809,15694556,Nkemakolam,684,France,Male,60,No,2,116563.58,1,0,120257.7,108.4,7719.5,Electronic check,1
5822,15643188,Barnett,671,Germany,Female,47,No,7,114603.76,2,0,153194.32,26.3,1763.55,Electronic check,1
5824,15573628,Greene,751,Germany,Female,51,No,7,148074.79,1,0,146411.41,20.05,470.2,Mailed check,1
5825,15698953,Hart,636,Spain,Male,36,Yes,1,0,3,1,74048.1,79.85,5234.95,Bank transfer (automatic),1
5826,15753888,Johnston,607,Spain,Female,62,No,8,108004.64,1,1,23386.77,70.3,70.3,Electronic check,1
5832,15771270,North,635,France,Female,27,No,8,127471.56,1,1,152916.05,90.8,809.75,Bank transfer (automatic),1
5834,15624519,Calabrese,656,Germany,Female,49,No,9,97092.87,1,0,74771.22,34.3,577.15,Credit card (automatic),1
5835,15799910,Martin,793,France,Male,32,No,2,0,2,0,193817.63,105.05,6914.95,Electronic check,1
5839,15570379,Whitelegge,669,Spain,Male,51,Yes,3,88827.53,1,0,85250.77,71.85,3827.9,Electronic check,1
5842,15737267,Marcelo,676,France,Female,49,No,1,0,1,0,79342.31,45.25,3264.45,Electronic check,1
5848,15569666,Goddard,517,France,Female,45,No,4,0,1,0,172674.36,94,5757.2,Bank transfer (automatic),1
5854,15765300,L?,596,Germany,Male,40,No,5,62389.03,3,0,148623.43,96.1,6001.45,Electronic check,1
5856,15608541,Claiborne,498,France,Male,46,No,1,91857.66,1,0,101954.78,50.55,2832.75,Credit card (automatic),1
5858,15813659,Folliero,594,France,Female,56,Yes,7,0,1,0,26215.85,88.25,1460.65,Electronic check,1
5859,15757867,Bray,570,France,Female,30,No,10,176173.52,1,0,97045.32,19.45,1336.35,Bank transfer (automatic),1
5867,15600392,Amaechi,735,France,Female,53,No,8,123845.36,2,1,170454.93,19.65,68.35,Mailed check,1
5872,15709920,Burke,479,France,Female,33,No,2,208165.53,1,0,50774.81,55.65,1400.55,Bank transfer (automatic),1
5874,15643158,Chiganu,598,France,Female,40,No,9,0,1,0,68462.59,75.4,1380.4,Electronic check,1
5883,15772650,Longo,732,France,Male,55,Yes,9,136576.02,1,1,3268.17,19.7,263.65,Mailed check,1
5888,15691287,Ford,675,Germany,Female,33,Yes,0,141816.25,1,0,64815.05,50.3,846.8,Mailed check,1
5889,15804797,Gilleland,443,France,Female,54,Yes,3,138547.97,1,1,70196.23,95.6,4783.5,Electronic check,1
5904,15677317,Ankudinova,570,France,Female,29,No,4,153040.03,1,1,131363.57,91.6,4627.8,Credit card (automatic),1
5905,15664270,Balsillie,692,Germany,Male,45,No,6,142084.04,4,0,188305.85,98.9,6838.6,Electronic check,1
5909,15641934,Manna,749,Spain,Female,46,No,9,66582.81,1,0,78753.12,20.2,20.2,Mailed check,1
5916,15725665,Lo,679,France,Male,47,No,10,198546.1,2,0,191198.92,19.1,1268.85,Mailed check,1
5919,15742609,Lombardo,600,Germany,Male,28,Yes,2,116623.31,1,1,59905.29,19.5,1147.85,Mailed check,0
5920,15815043,McMillan,645,Spain,Male,49,No,8,0,2,0,162012.6,65.55,4361.55,Bank transfer (automatic),0
5921,15640648,Howe,698,France,Male,36,No,6,0,2,1,19231.98,78.8,2006.1,Electronic check,0
5922,15627203,Hsu,508,Spain,Male,54,No,10,0,1,1,175749.36,78.2,2078.95,Mailed check,0
5923,15786196,Han,555,France,Female,44,Yes,3,105770.7,3,0,60533.96,105.25,7609.75,Bank transfer (automatic),1
5924,15612095,Calabrese,751,France,Female,48,No,9,0,1,0,137508.42,89.25,487.05,Electronic check,1
5925,15674368,Riley,738,France,Female,39,Yes,1,94435.45,2,1,189430.86,20.65,1218.45,Credit card (automatic),0
5926,15783477,Biryukov,706,Germany,Female,39,No,8,112889.91,1,1,6723.66,68.7,1416.2,Electronic check,0
5927,15757559,Broadhurst,595,France,Female,53,No,7,0,2,0,41371.68,78.65,483.3,Credit card (automatic),1
5928,15591036,Genovesi,577,Germany,Female,43,No,3,127940.47,1,0,125140.72,24.75,1234.6,Mailed check,1
5929,15761241,Hsieh,578,Germany,Female,36,Yes,8,129745.1,1,1,143683.75,19.75,1311.6,Credit card (automatic),0
5930,15695078,Kemp,699,France,Male,32,No,3,0,2,1,170770.44,89.1,5618.3,Electronic check,0
5931,15645744,Chukwudi,826,France,Female,30,No,5,0,2,1,157397.57,84.7,6185.15,Bank transfer (automatic),0
5932,15566988,Iqbal,656,Germany,Female,46,No,7,141535.52,1,0,50595.15,98,1237.85,Electronic check,1
5933,15749300,Teng,556,France,Female,47,No,2,139914.27,1,1,50390.98,94.45,498.1,Electronic check,0
5934,15594340,Tao,569,France,Male,41,No,4,120243.49,1,0,163150.03,105,294.45,Electronic check,1
5935,15607065,Chinedum,765,France,Male,34,No,9,91835.16,1,0,138280.17,93.85,2381.55,Electronic check,0
5936,15778089,Stevenson,544,Spain,Male,37,No,2,0,2,0,135067.02,59.9,788.35,Electronic check,0
5937,15773723,Duncan,588,Spain,Female,22,Yes,9,67178.19,1,1,163534.75,19.95,756.4,Mailed check,1
5938,15697035,Garrett,740,Spain,Female,31,No,8,0,2,0,86657.48,84,613.4,Electronic check,0
5939,15679668,Yao,850,Spain,Male,38,Yes,7,115378.94,1,1,162087.82,108.9,3625.2,Electronic check,0
5940,15709861,He,766,Germany,Male,30,No,4,127786.28,2,1,28879.3,33.6,550.35,Mailed check,0
5941,15791958,Mazzi,849,France,Female,41,Yes,6,0,2,1,169203.51,85.85,4793.8,Mailed check,1
5942,15791030,Edwards,612,France,Female,33,No,0,64900.32,2,0,102426.12,34.85,1267.2,Bank transfer (automatic),0
5943,15695339,Lucchesi,517,Germany,Male,53,No,0,109172.88,1,0,54676.1,48.75,442.2,Electronic check,1
5944,15658813,Siciliani,645,France,Female,55,No,7,0,2,1,18369.33,84.85,84.85,Electronic check,0
5945,15715709,Shih,696,Germany,Male,43,No,4,114091.38,1,1,159888.1,56.65,654.85,Mailed check,0
5946,15722533,Logue,716,France,Female,40,Yes,3,0,2,1,167636.15,95.3,5567.45,Credit card (automatic),0
5947,15683118,Rechner,590,France,Male,32,No,9,0,2,0,138889.15,73.9,3160.55,Credit card (automatic),0
5948,15672798,O'Brien,656,France,Female,45,Yes,7,145933.27,1,1,199392.14,24.5,740.3,Mailed check,0
5949,15680112,Stewart,473,Germany,Female,35,No,7,131504.73,1,0,189560.43,84.6,5706.2,Bank transfer (automatic),0
5950,15714575,Batt,742,Germany,Female,44,No,8,107926.02,1,1,17375.27,44.95,3085.35,Electronic check,1
5951,15806808,Hope,834,Germany,Female,57,Yes,8,112281.6,3,0,140225.14,24.7,24.7,Electronic check,1
5952,15590637,Ahmed,721,France,Male,41,No,7,0,2,1,61018.85,100.3,3541.4,Credit card (automatic),0
5953,15657535,Pearson,590,Spain,Male,29,Yes,10,0,1,1,51907.72,25.45,84.2,Mailed check,1
5954,15696141,Kruglov,516,Spain,Female,31,No,7,0,1,0,47018.75,50.7,50.7,Mailed check,0
5955,15811947,Gordon,850,France,Male,33,No,0,124781.67,1,1,33700.52,55,1165.55,Credit card (automatic),0
5956,15649024,Trujillo,748,France,Female,39,Yes,9,132865.56,1,1,59636.43,68.4,4855.35,Bank transfer (automatic),1
5957,15594928,Pagnotto,798,Germany,Female,38,No,4,129055.13,1,0,157147.59,89.9,2806.9,Electronic check,0
5958,15765532,Horton,612,Germany,Male,76,No,6,96166.88,1,1,191393.26,78.55,1422.65,Electronic check,0
5959,15741719,DeRose,540,France,Female,40,No,3,165298.12,1,1,199862.75,55.05,608.15,Bank transfer (automatic),0
5960,15665629,Chiang,719,Spain,Female,33,Yes,7,0,2,0,20016.59,19.8,641.35,Credit card (automatic),0
5961,15728917,Gill,598,France,Male,48,No,6,120682.53,1,0,30635.52,84.45,4959.15,Electronic check,1
5962,15762993,Trevisano,796,Spain,Male,32,No,5,102773.15,2,1,117832.88,35.9,35.9,Mailed check,0
5963,15571193,Morrison,579,Germany,Male,42,No,0,144386.32,1,1,22497.1,80.75,1321.3,Bank transfer (automatic),1
5964,15653521,Onuora,850,Germany,Female,40,Yes,7,104449.8,1,1,747.88,78.65,1663.75,Mailed check,0
5965,15802220,Ikenna,599,Spain,Male,35,Yes,6,137102.65,1,0,76870.81,61.75,3024.15,Bank transfer (automatic),0
5966,15644132,Mancini,724,France,Female,30,Yes,9,142475.87,1,1,107848.24,63.7,2188.5,Credit card (automatic),0
5967,15600832,Moss,508,France,Female,43,No,9,0,1,0,103726.71,99.45,4138.05,Electronic check,0
5968,15797919,Ting,773,Spain,Male,37,No,2,103195.2,2,0,178268.36,25.2,102.5,Bank transfer (automatic),0
5969,15603743,Tai,526,France,Male,28,No,1,112070.44,1,1,126281.83,74.05,872.65,Mailed check,0
5970,15579714,Pan,542,France,Female,29,No,7,0,2,1,196651.72,87.6,2724.25,Electronic check,0
5971,15634295,Wilson,470,France,Male,35,No,1,96473.59,1,0,5962.3,89.15,413.25,Electronic check,0
5972,15786680,Bianchi,805,Spain,Male,37,Yes,5,0,2,0,21928.81,20,1374.2,Credit card (automatic),0
5973,15623499,Holman,548,Germany,Male,49,No,9,108437.89,1,0,127022.87,55,757.1,Credit card (automatic),1
5974,15691823,Obidimkpa,672,France,Male,37,No,5,153195.59,1,1,162763.01,104.4,6692.65,Bank transfer (automatic),0
5975,15809279,Wallace,773,France,Male,45,Yes,8,96877.21,1,1,113950.51,20.05,218.5,Credit card (automatic),0
5976,15758039,Ash,614,France,Male,44,Yes,6,0,2,1,104930.46,89.75,608.8,Electronic check,0
5977,15807163,Ku,537,France,Female,38,No,10,0,1,0,52337.97,34.3,1004.75,Electronic check,1
5978,15631639,Uspensky,704,France,Female,40,No,6,95452.89,1,1,179964.55,20.65,1125.6,Bank transfer (automatic),0
5979,15713770,Shih,586,Spain,Male,41,No,3,63873.56,1,0,83753.64,84.25,3847.6,Mailed check,0
5980,15698167,Kumm,677,France,Female,24,No,0,148298.59,2,0,182913.95,19.65,978,Bank transfer (automatic),0
5981,15781710,Carey,558,Spain,Female,31,No,7,0,2,0,166720.28,79.85,1387.35,Credit card (automatic),0
5982,15801296,Farber,634,Germany,Female,37,Yes,7,143258.85,2,0,192721.98,20.2,746.05,Mailed check,0
5983,15704378,Calabrese,655,Germany,Male,37,No,9,121342.24,1,1,180241.44,19.8,304.6,Mailed check,0
5984,15767891,Findlay,619,Germany,Female,28,No,6,99152.73,2,0,48475.12,50.35,1098.85,Electronic check,0
5985,15640667,Yu,662,France,Female,41,No,4,0,2,0,126551.48,85.15,1139.2,Electronic check,0
5986,15702145,Edments,705,Spain,Male,33,No,7,68423.89,1,1,64872.55,74.6,4368.95,Bank transfer (automatic),0
5987,15679738,Brown,527,Spain,Female,35,No,8,0,1,0,98031.53,79.15,827.7,Credit card (automatic),1
5988,15636634,Lindon,630,Germany,Female,25,Yes,7,79656.81,1,0,93524.22,20.35,20.35,Mailed check,0
5989,15809227,Chukwudi,850,France,Male,35,Yes,2,0,2,1,56991.66,21.05,262.05,Bank transfer (automatic),0
5990,15601811,Caldwell,668,France,Female,53,No,10,110240.04,1,0,183980.56,94.6,279.55,Electronic check,1
5991,15625494,Li Fonti,573,France,Female,32,Yes,9,125321.84,2,1,130234.63,94.7,3512.5,Electronic check,0
5992,15723737,Pitcher,680,France,Male,27,No,3,0,1,0,32454.26,94.25,1483.25,Electronic check,0
5993,15682955,Capon,758,France,Female,32,Yes,2,84378.9,1,1,75396.43,72.45,4653.85,Credit card (automatic),0
5994,15758856,Kable,597,France,Male,45,No,7,0,2,0,167756.45,74.95,151.75,Electronic check,0
5995,15746065,Lo Duca,580,Germany,Male,35,No,10,136281.41,2,1,24799.47,105.2,4400.75,Electronic check,0
5996,15783865,Kulikova,622,France,Male,59,Yes,5,119380.37,1,1,60429.43,111.95,8033.1,Bank transfer (automatic),0
5997,15745455,Navarrete,638,Germany,Male,62,No,4,108716.59,2,1,74241.09,19.85,1253.65,Bank transfer (automatic),0
5998,15583033,Huguley,640,France,Female,20,No,4,0,2,1,78310.82,89.75,552.65,Electronic check,0
5999,15644212,Han,644,Spain,Male,28,No,0,0,2,0,119419.37,20.05,1036,Mailed check,0
6000,15735688,Horsley,753,France,Female,31,No,6,106596.29,1,0,91305.77,108.95,4025.5,Electronic check,0
6001,15658577,Massie,629,France,Female,37,Yes,10,99546.25,3,1,25136.95,19.65,928.4,Credit card (automatic),1
6002,15606887,Singh,775,France,Female,30,No,5,0,1,0,193880.6,24.9,24.9,Mailed check,1
6003,15783026,H?,701,France,Female,41,No,2,0,1,0,47856.78,82.85,460.25,Electronic check,0
6004,15579892,Doyle,708,Spain,Male,19,No,7,112615.86,1,1,4491.77,93.2,6506.15,Credit card (automatic),0
6005,15802088,Grant,521,Spain,Female,22,Yes,10,0,1,1,101311.95,84.8,5598.3,Bank transfer (automatic),0
6006,15589323,Law,636,France,Female,24,No,9,0,2,1,38830.72,71.75,4374.55,Electronic check,0
6007,15636395,King,529,France,Female,31,Yes,5,0,2,0,26817.23,30.35,678.75,Bank transfer (automatic),0
6008,15712772,Onwubiko,757,France,Male,28,Yes,3,75381.15,1,1,199727.72,54.85,2191.7,Bank transfer (automatic),0
6009,15700937,Romano,767,Spain,Female,24,Yes,5,0,2,1,67445.85,19.5,239.75,Mailed check,0
6010,15766659,Okwudilichukwu,525,Spain,Male,33,No,5,0,2,0,161002.29,103.85,5485.5,Electronic check,0
6011,15814033,Milano,759,Spain,Male,38,Yes,1,0,2,0,20778.39,24.2,609.05,Mailed check,0
6012,15783007,Parker,520,Germany,Female,45,Yes,1,123086.39,1,1,41042.4,19.35,683.75,Electronic check,1
6013,15654183,Aitken,738,France,Female,26,Yes,3,0,2,0,67484.16,83.6,404.2,Electronic check,0
6014,15609899,Obiora,548,Spain,Male,37,No,4,0,1,0,121763.68,100.65,5189.75,Electronic check,0
6015,15747323,Vasilyeva,535,Spain,Male,48,No,9,109472.47,1,0,157358.43,94.1,5060.9,Credit card (automatic),1
6016,15582591,Chiabuotu,615,Spain,Male,59,No,4,155766.05,1,1,110275.17,74.55,233.65,Electronic check,0
6017,15738835,Slater,850,Germany,Male,38,No,7,101985.81,2,0,43801.27,108.45,7176.55,Electronic check,0
6018,15782404,Hughes,487,France,Female,34,No,2,96019.5,1,0,9085,56.15,291.45,Electronic check,0
6019,15697480,Menkens,731,France,Male,30,No,7,0,2,1,143086.09,20.35,689.75,Mailed check,0
6020,15697045,Pisani,726,Spain,Female,35,No,9,0,2,1,100556.98,80.55,3263.9,Electronic check,0
6021,15781234,Y?an,609,France,Female,35,Yes,2,147900.43,1,0,140000.29,61.25,1993.2,Mailed check,0
6022,15579891,Milani,714,France,Male,52,Yes,4,100755.66,1,1,186775.25,20.45,254.5,Mailed check,0
6023,15805690,Chin,694,Spain,Female,35,No,7,0,1,0,133570.43,18.9,347.65,Credit card (automatic),1
6024,15612139,Fu,786,France,Female,33,No,0,83036.05,1,1,154990.58,19.6,967.9,Credit card (automatic),1
6025,15568834,Howells,698,Spain,Male,27,No,6,125427.37,2,0,27654.44,91.5,242.95,Credit card (automatic),0
6026,15709917,Ni,601,France,Female,46,Yes,3,98202.76,1,0,137763.93,45.2,1841.9,Bank transfer (automatic),0
6027,15718843,Maslova,769,Spain,Male,41,No,1,72509.91,1,0,25723.73,19.45,232.1,Credit card (automatic),0
6028,15799494,Forster,850,Germany,Male,44,Yes,3,140393.65,2,1,186285.52,25.45,809.25,Bank transfer (automatic),0
6029,15673439,Sun,646,Spain,Female,50,No,5,142644.64,2,1,142208.5,80.85,866.45,Bank transfer (automatic),1
6030,15669011,Bocharova,659,France,Female,44,No,9,23503.31,1,1,169862.01,94.9,360.55,Mailed check,1
6031,15581388,Y?an,487,Spain,Male,33,No,8,145729.71,1,0,41365.85,49.05,2076.2,Bank transfer (automatic),0
6032,15743153,Singh,740,Germany,Female,40,Yes,2,122295.17,2,1,30812.84,29.3,355.9,Mailed check,0
6033,15579787,Nkemakonam,686,France,Male,39,No,4,0,2,0,155023.93,105.3,7299.65,Electronic check,0
6034,15759966,Chiemenam,612,Spain,Female,36,No,5,119799.27,2,0,159416.58,88.95,2291.2,Electronic check,0
6035,15601045,Angelo,655,Spain,Male,37,No,8,163708.58,2,0,76259.23,20.25,129.15,Mailed check,0
6036,15764021,Frolov,617,France,Male,34,No,1,61687.33,2,0,105965.25,110.85,7491.75,Electronic check,0
6037,15687218,West,674,France,Female,27,No,4,79144.34,1,1,50743.83,110.5,5835.5,Electronic check,0
6038,15626452,Beatham,711,Spain,Male,32,No,5,0,2,1,147720.27,109.4,7031.45,Bank transfer (automatic),0
6039,15700964,Pollard,624,Germany,Female,27,Yes,7,104848.68,1,1,167387.36,114.2,7723.9,Bank transfer (automatic),0
6040,15768887,Hsing,597,Spain,Male,26,No,5,0,2,1,95159.13,36.5,1032,Bank transfer (automatic),0
6041,15735358,Dowse,682,Spain,Male,46,No,4,0,1,1,4654.28,70.75,70.75,Mailed check,0
6042,15749472,Lucciano,775,France,Male,45,No,8,0,1,0,130376.68,19.95,109.6,Mailed check,0
6043,15685872,Godfrey,727,France,Female,29,No,1,146652.01,1,1,173486.39,19.6,727.8,Mailed check,0
6044,15760851,Gratton,629,France,Male,31,No,6,0,2,0,93881.75,40.15,130.75,Mailed check,0
6045,15734588,Manning,684,France,Male,46,Yes,0,0,2,1,36376.97,76.6,893,Electronic check,0
6046,15784594,Mazzi,549,Germany,Female,37,Yes,1,130622.34,2,1,128499.94,19.6,763.1,Credit card (automatic),0
6047,15606435,Wall,593,Germany,Male,69,No,2,187013.13,2,1,105898.69,85.3,781.4,Credit card (automatic),0
6048,15790247,Sims,536,Spain,Male,40,No,9,0,2,1,11959.03,65.85,902.25,Electronic check,0
6049,15676433,Allan,707,France,Female,36,No,6,0,1,0,98810.78,94.45,2653.65,Electronic check,0
6050,15625905,Griffen,592,Spain,Male,41,Yes,0,0,2,0,65906.07,20.05,1016.7,Credit card (automatic),0
6051,15626414,Russell,703,France,Male,44,No,6,98862.54,1,0,151516.7,99.4,5943.65,Bank transfer (automatic),0
